strat,ticker,direction,last_close_price,capital,half_kelly,bp_used,n_shares,open_position,target_price,expected_return,stop_price
Strat_1,AMLP,SELL,47.63,5340.05,2.905,15512.85,325,at_open,0.99251,0.00749,at_close
Strat_1,IVE,SELL,173.78,4076.62,4.0,16306.48,93,at_open,0.995226,0.004774,at_close
Strat_1,IVW,SELL,85.89,4154.09,1.85,7685.07,89,at_open,0.985666,0.014334,at_close
Strat_1,IWM,HOLD,182.74,6157.18,4.0,24628.72,134,at_open,0.997386,0.002614,at_close
Strat_1,SPY,SELL,513.88,3436.8,4.0,13747.2,26,at_open,0.996044,0.003956,at_close
Strat_1,USO,HOLD,68.62,4079.8,4.0,16319.2,237,at_open,0.991582,0.008418,at_close
Strat_1,XLF,SELL,45.65,4427.35,4.0,17709.4,387,at_open,0.99338,0.00662,at_close
Strat_1,XLI,SELL,122.49,4400.7,3.765,16568.64,135,at_open,0.994031,0.005969,at_close
Strat_1,XLU,HOLD,75.93,6646.52,2.475,16450.14,216,at_open,0.9978,0.0022,at_close
Strat_1,XLV,SELL,132.57,5636.13,1.43,8059.67,60,at_open,0.993545,0.006455,at_close
Strat_2,SPY,BUY,513.88,98099.43,0.54,52973.69,103,at_open,at_close,0.38,at_close
